datetime,open,high,low,close,volume,res
2022-08-23 10:00:00,3.82,3.86,3.69,3.69,16728408,1d
2022-08-24 10:00:00,3.69,3.76,3.57,3.63,13347553,1d
2022-08-25 10:00:00,3.63,3.83,3.63,3.79,16904353,1d
2022-08-28 10:00:00,3.79,3.82,3.72,3.73,8902125,1d
2022-08-29 10:00:00,3.73,3.78,3.65,3.67,6791362,1d
2022-08-30 10:00:00,3.67,3.79,3.66,3.73,6456569,1d
2022-08-31 10:00:00,3.73,3.81,3.66,3.66,12122115,1d
2022-09-01 10:00:00,3.66,3.7,3.58,3.63,8480966,1d
2022-09-04 10:00:00,3.63,3.7,3.55,3.69,5218183,1d
2022-09-05 10:00:00,3.69,3.81,3.66,3.81,10340518,1d
2022-09-06 10:00:00,3.81,4.1,3.81,4.1,46597513,1d
2022-09-07 10:00:00,4.1,4.16,3.98,4.0,21476909,1d
2022-09-08 10:00:00,4.0,4.15,3.97,4.07,20566413,1d
2022-09-11 10:00:00,4.07,4.14,4.03,4.04,6369405,1d
2022-09-12 10:00:00,4.04,4.26,4.04,4.18,29828547,1d
2022-09-13 10:00:00,4.18,4.29,4.18,4.24,25167744,1d
2022-09-14 10:00:00,4.24,4.24,4.01,4.01,19326852,1d
2022-09-15 10:00:00,4.01,4.08,3.94,3.96,21005969,1d
2022-09-18 10:00:00,3.96,3.99,3.49,3.6,19148621,1d
2022-09-19 10:00:00,3.6,3.76,3.51,3.7,7849422,1d
2022-09-20 10:00:00,3.7,3.93,3.65,3.93,15347742,1d
2022-09-21 10:00:00,3.93,3.94,3.69,3.69,18917408,1d
2022-09-22 10:00:00,3.69,3.78,3.66,3.7,4689310,1d
2022-09-25 10:00:00,3.7,3.7,3.6,3.64,5258992,1d
2022-09-26 10:00:00,3.64,3.74,3.63,3.65,6637790,1d
2022-09-27 10:00:00,3.65,3.74,3.64,3.65,9483162,1d
2022-09-28 10:00:00,3.65,3.68,3.56,3.57,5348979,1d
2022-09-29 10:00:00,3.57,3.66,3.57,3.6,4090497,1d
2022-10-02 10:00:00,3.6,3.62,3.44,3.49,4494792,1d
2022-10-03 10:00:00,3.49,3.55,3.42,3.5,2341372,1d
2022-10-04 10:00:00,3.5,3.71,3.5,3.67,11208305,1d
2022-10-05 10:00:00,3.67,3.74,3.63,3.64,4187310,1d
